time;stockInWarehouse;stockInFinalDest;numberOfBatchLargeToAverage;numberOfBatchAverageToSmall;numberOfBatchSmallToFinal;numberOfBatchProviderToLarge;totalNumberOfBatch;stockOnRoadsProviderToLarge;stockOnRoadsLargeToAverage;stockOnRoadsAverageToSmall;stockOnRoadsSmallToFinal;stockOnRoads
366,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
367,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
368,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
369,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
370,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
371,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
372,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
373,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
374,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
375,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
376,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
377,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
378,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
379,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
380,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
381,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
382,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
383,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
384,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
385,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
386,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
387,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
388,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
389,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
390,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
391,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
392,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
393,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
394,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
395,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
396,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
397,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
398,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
399,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
400,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
401,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
402,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
403,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
404,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
405,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
406,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
407,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
408,0; 2569695,880374996;607602,0633965;151;214;398;57;820; 4108,494049999999; 8144,325924999997; 6953,2138749999995; 8361,162843999999;27567,196693999995
409,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
410,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
411,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
412,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
413,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
414,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
415,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
416,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
417,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
418,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
419,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
420,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
421,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
422,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
423,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
424,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
425,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
426,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
427,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
428,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
429,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
430,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
431,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
432,0; 2561609,862270597;599464,1711624998;125;177;363;54;719; 19583,22678; 6327,059832499999; 5984,652283449998; 9105,915044;41000,85393995
433,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
434,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
435,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
436,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
437,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
438,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
439,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
440,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
441,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
442,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
443,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
444,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
445,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
446,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
447,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
448,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
449,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
450,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
451,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
452,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
453,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
454,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
455,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
456,0; 2581394,4436484957;596460,9918554991;126;204;368;63;761; 4583,4214544999995; 5144,642174999999; 7212,454774999997; 8734,474330000005;25674,9927345
457,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
458,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
459,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
460,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
461,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
462,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
463,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
464,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
465,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
466,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
467,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
468,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
469,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
470,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
471,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
472,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
473,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
474,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
475,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
476,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
477,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
478,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
479,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
480,0; 2582469,1414124947;593807,9798154996;111;169;337;52;669; 5223,524942500001; 5230,3507924999985; 5876,4364000000005; 8971,071599999994;25301,383734999996
481,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
482,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
483,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
484,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
485,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
486,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
487,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
488,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
489,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
490,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
491,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
492,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
493,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
494,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
495,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
496,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
497,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
498,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
499,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
500,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
501,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
502,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
503,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
504,0; 2574994,6248024954;589948,7142654995;144;184;332;60;720; 4600,804319999999; 5720,404825; 5883,8904250000005; 8133,461829999993;24338,56139999999
505,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
506,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
507,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
508,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
509,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
510,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
511,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
512,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
513,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
514,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
515,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
516,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
517,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
518,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
519,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
520,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
521,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
522,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
523,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
524,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
525,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
526,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
527,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
528,0; 2574960,151822995;584064,9769704996;130;189;309;54;682; 15973,1499135; 6624,297195; 6587,864; 7390,188622499998;36575,499730999996
529,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
530,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
531,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
532,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
533,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
534,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
535,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
536,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
537,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
538,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
539,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
540,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
541,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
542,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
543,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
544,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
545,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
546,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
547,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
548,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
549,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
550,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
551,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
552,0; 2583525,3497609943;579279,7354354997;137;168;320;51;676; 3924,0870525; 6992,977350000001; 7000,274909500001; 7382,505340000005;25299,844652000007
