time;stockInWarehouse;stockInFinalDest;numberOfBatchLargeToAverage;numberOfBatchAverageToSmall;numberOfBatchSmallToFinal;numberOfBatchProviderToLarge;totalNumberOfBatch;stockOnRoadsProviderToLarge;stockOnRoadsLargeToAverage;stockOnRoadsAverageToSmall;stockOnRoadsSmallToFinal;stockOnRoads
181,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
182,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
183,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
184,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
185,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
186,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
187,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
188,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
189,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
190,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
191,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
192,0; 2605549,5685894988;600468,9112440001;174;260;878;102;1414; 11977,425155000004; 16554,599199999993; 11740,413102499993; 25271,630072500007;65544,06753
193,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
194,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
195,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
196,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
197,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
198,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
199,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
200,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
201,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
202,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
203,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
204,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
205,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
206,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
207,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
208,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
209,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
210,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
211,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
212,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
213,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
214,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
215,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
216,0; 2602732,741151998;618615,7870339992;157;251;727;96;1231; 14964,207849999999; 9501,873499999996; 10003,665849999996; 14872,816009999991;49342,56320999998
217,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
218,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
219,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
220,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
221,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
222,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
223,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999

224,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
225,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
226,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
227,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
228,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
229,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
230,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
231,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
232,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
233,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
234,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
235,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
236,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
237,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
238,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
239,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
240,0; 2577740,3434329983;617188,1789009995;192;263;713;69;1237; 16112,909004; 12770,810297499998; 10595,282839999998; 17178,164354499993;56657,16649599999
241,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
242,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
243,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
244,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
245,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
246,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
247,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
248,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
249,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
250,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
251,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
252,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
253,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
254,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
255,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
256,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
257,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
258,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
259,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
260,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
261,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
262,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
263,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
264,0; 2605488,461050498;618867,2298589988;160;235;646;89;1130; 5574,638489999999; 8651,623384500002; 7384,295360000002; 12949,750068750001;34560,30730325
265,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
266,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
267,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
268,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
269,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
270,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
271,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
272,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
273,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
274,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
275,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
276,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
277,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
278,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
279,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
280,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
281,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
282,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
283,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
284,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
285,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
286,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
287,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
288,0; 2613997,076967499;617003,1450539997;153;222;579;70;1024; 4742,228802500001; 6174,1791699999985; 7674,178314999997; 12271,270999999997;30861,85728749999
289,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
290,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
291,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
292,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
293,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
294,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
295,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
296,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
297,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
298,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
299,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
300,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
301,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
302,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
303,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
304,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
305,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
306,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
307,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
308,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
309,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
310,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
311,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
312,0; 2578149,3164425013;615538,7320689999;148;228;529;90;995; 15297,48615; 13441,977589999999; 9285,459450000004; 11582,015325;49606,938515
313,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
314,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
315,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
316,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
317,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
318,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
319,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
320,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
321,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
322,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
323,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
324,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
325,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
326,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
327,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
328,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
329,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
330,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
331,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
332,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
333,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
334,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
335,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
336,0; 2590816,095332499;612389,7841019997;163;222;531;76;992; 6011,831405; 12081,764534999998; 7421,708804999998; 11396,732890000008;36912,03763500001
337,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
338,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
339,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
340,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
341,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
342,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
343,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
344,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
345,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
346,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
347,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
348,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
349,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
350,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
351,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
352,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
353,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
354,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
355,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
356,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
357,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
358,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
359,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
360,0; 2556640,9940524995;609898,2000119999;156;203;454;63;876; 10728,500863750001; 10379,577998750003; 12120,889900000002; 13761,97074625;46990,93950875001
361,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
362,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
363,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
364,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
365,0; 2577995,1085484987;612855,9484445001;144;187;414;73;818; 5494,319650000001; 8257,2824645; 4229,85566; 10586,036709999993;28567,494484499995
