time;stockInWarehouse;stockInFinalDest;stockOnRoads;numberOfBatchLargeToAverage;numberOfBatchAverageToSmall;numberOfBatchSmallToFinal;numberOfBatchProviderToLarge
5425200,0; 2529003,059542005;472681,7523190004;72901,33945999999;132;159;374;60
5428800,0; 2529003,059542005;472681,7523190004;72901,33945999999;132;159;374;60
5432400,0; 2529003,059542005;472681,7523190004;72901,33945999999;132;159;374;60
5436000,0; 2529003,059542005;472681,7523190004;72901,33945999999;132;159;374;60
5439600,0; 2529003,059542005;472681,7523190004;72901,33945999999;132;159;374;60
5443200,0; 2529003,059542005;472681,7523190004;72901,33945999999;132;159;374;60
5446800,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5450400,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5454000,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5457600,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5461200,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5464800,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5468400,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5472000,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5475600,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5479200,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5482800,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5486400,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5490000,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5493600,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5497200,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5500800,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5504400,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5508000,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5511600,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5515200,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5518800,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5522400,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5526000,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5529600,0; 2532529,0433420083;469360,58481900033;77600,98646;133;177;386;59
5533200,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5536800,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5540400,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5544000,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5547600,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5551200,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5554800,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5558400,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5562000,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5565600,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5569200,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5572800,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5576400,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5580000,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5583600,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5587200,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5590800,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5594400,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5598000,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5601600,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5605200,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5608800,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5612400,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5616000,0; 2546971,8447120055;471683,08027900005;45807,945930000016;133;193;378;44
5619600,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5623200,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5626800,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5630400,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5634000,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5637600,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5641200,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5644800,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5648400,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5652000,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5655600,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5659200,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5662800,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5666400,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5670000,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5673600,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5677200,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5680800,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5684400,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5688000,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5691600,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5695200,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5698800,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5702400,0; 2528780,6499520065;469483,8870590001;51980,04292000001;135;165;357;45
5706000,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5709600,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5713200,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5716800,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5720400,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5724000,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5727600,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5731200,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5734800,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5738400,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5742000,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5745600,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5749200,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5752800,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5756400,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5760000,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5763600,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5767200,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5770800,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5774400,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5778000,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5781600,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5785200,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5788800,0; 2520244,0513279084;465234,36061490024;50506,41540820002;145;182;369;59
5792400,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5796000,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5799600,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5803200,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5806800,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5810400,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5814000,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5817600,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5821200,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5824800,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5828400,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5832000,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5835600,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5839200,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5842800,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5846400,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5850000,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5853600,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5857200,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5860800,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5864400,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5868000,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5871600,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5875200,0; 2497290,0047520073;461597,6465690002;60656,590310000014;125;183;339;47
5878800,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5882400,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5886000,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5889600,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5893200,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5896800,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5900400,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5904000,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5907600,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5911200,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5914800,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5918400,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5922000,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5925600,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5929200,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5932800,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5936400,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5940000,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5943600,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5947200,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5950800,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5954400,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5958000,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5961600,0; 2488305,7490120064;463777,55471900024;52280,505500000014;147;186;385;52
5965200,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5968800,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5972400,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5976000,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5979600,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5983200,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5986800,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5990400,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5994000,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
5997600,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6001200,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6004800,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6008400,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6012000,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6015600,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6019200,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6022800,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6026400,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6030000,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6033600,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6037200,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6040800,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6044400,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6048000,0; 2474274,129262005;461421,71339900035;69331,45569;164;181;378;50
6051600,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6055200,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6058800,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6062400,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6066000,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6069600,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6073200,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6076800,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6080400,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6084000,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6087600,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6091200,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6094800,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6098400,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6102000,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6105600,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6109200,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6112800,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6116400,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6120000,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6123600,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6127200,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6130800,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6134400,0; 2495762,020382008;459153,24182900065;59471,12134;137;200;381;43
6138000,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6141600,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6145200,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6148800,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6152400,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6156000,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6159600,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6163200,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6166800,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6170400,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6174000,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6177600,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6181200,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6184800,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6188400,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6192000,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6195600,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6199200,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6202800,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6206400,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6210000,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6213600,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6217200,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6220800,0; 2492841,0252420055;453566,8035290002;62290,50838;136;187;379;54
6224400,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6228000,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6231600,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6235200,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6238800,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6242400,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6246000,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6249600,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6253200,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6256800,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6260400,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6264000,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6267600,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6271200,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6274800,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6278400,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6282000,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6285600,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6289200,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6292800,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6296400,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6300000,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6303600,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6307200,0; 2485509,2445620075;455044,74273900024;111419,48366000006;151;194;407;62
6310800,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6314400,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6318000,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6321600,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6325200,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6328800,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6332400,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6336000,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6339600,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6343200,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6346800,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6350400,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6354000,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6357600,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6361200,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6364800,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6368400,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6372000,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6375600,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6379200,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6382800,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6386400,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6390000,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6393600,0; 2524693,4050220074;452630,336239;63855,222099999984;159;200;407;57
6397200,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6400800,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6404400,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6408000,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6411600,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6415200,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6418800,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6422400,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6426000,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6429600,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6433200,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6436800,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6440400,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6444000,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6447600,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6451200,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6454800,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6458400,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6462000,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6465600,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6469200,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6472800,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6476400,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6480000,0; 2497905,2858220055;458125,72454900015;98236,27490000002;146;193;403;42
6483600,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6487200,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6490800,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6494400,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6498000,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6501600,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6505200,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6508800,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6512400,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6516000,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6519600,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6523200,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6526800,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6530400,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6534000,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6537600,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6541200,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6544800,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6548400,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6552000,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6555600,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6559200,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6562800,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6566400,0; 2516747,3219620045;456477,2501490001;67955,70086000004;151;212;383;55
6570000,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6573600,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6577200,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6580800,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6584400,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6588000,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6591600,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6595200,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6598800,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6602400,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6606000,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6609600,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6613200,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6616800,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6620400,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6624000,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6627600,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6631200,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6634800,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6638400,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6642000,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6645600,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6649200,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6652800,0; 2525880,198622006;450734,9648690001;73179,03664;138;158;398;67
6656400,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6660000,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6663600,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6667200,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6670800,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6674400,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6678000,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6681600,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6685200,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6688800,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6692400,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6696000,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6699600,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
6703200,0; 2531157,3185720043;451351,5498190001;57161,591530000005;138;203;389;53
